SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
attwoo1,American Three-toed Woodpecker,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,05-03,06-14,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
audgul1,Audouin's Gull,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,IJD,2,11-30,12-21,02-15,02-22,03-01,05-24,05-31,06-07,07-27,08-10,08-17,11-23,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Seems to overall be quite good—some very low abundance wintering populations in E Med are not picked up, but the core populations are. A little too extrapolated south in Africa during non-breeding."
audori,Audubon's Oriole,Central America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,12-14,03-22,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
audshe,Audubon's Shearwater,,Nat Geo East,1,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,04-05,,,09-28,,,01-25,,,03-29,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
audshe3,Galapagos Shearwater,,Central America,5,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
ausbit1,Australasian Bittern,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,0.95,,Missing western pops now.
ausbla1,Austral Blackbird,,Southern Cone,6,FALSE,LAND,PROBLEM,PROBLEM,NG,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The species is considered mostly resident, with ""some movement apparent"". It is not clear when the the non-breeding range is occupied to evaluate the maps."
auscan1,Austral Canastero,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,05-31,,,08-24,08-31,11-23,12-21,,,12-28,04-26,05-24,,,,,0,0,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,2,,,,,,"Not good this year, only a couple of breeding weeks. "
ausgro1,Australasian Grass-Owl,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Can't do it, just too sparse and hard to compare against anything. Shouldn't have run, probably."
ausmag2,Australian Magpie,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
ausneg1,Austral Negrito,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,05-10,05-31,06-28,08-10,08-17,10-19,10-26,11-16,12-28,02-01,02-08,05-03,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Tighter on the northern edge this year, looks great."
auspar1,Austral Parakeet,9663,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Looks really good.
auspip1,Australasian Pipit,Australasia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,This is amazing...really matches known information really well.
aussho1,Australian Shoveler,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,0.14,A bit too much of a mess
austhr1,Austral Thrush,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.2,"Tiny bit tight, otherwise, excellent"
azchum1,Azure-crowned Hummingbird,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Overfit in Belize and a little extrap in Oaxaca
azhjay1,Azure-hooded Jay,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Extrapolated on Pacific slope in Chiapas.
azrtan1,Azure-rumped Tanager,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,12-28,,,01-04,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,One pixel incorrect on east slope.
azstan1,Azure-shouldered Tanager,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Southern portion of range is good, but northern part is tight and overfit."
azwmag2,Azure-winged Magpie,Asia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Vastly improved over last year and looks like it touches every corner of the known distribution.
azwmag3,Iberian Magpie,Europe,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
babshr1,Bay-backed Shrike,,India,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,Completely impossible to evaluate seasons due to fluctuating predictions and complexity of movements and migrations.
babwar,Bay-breasted Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-14,12-14,03-22,03-22,03-29,06-07,06-14,06-14,07-13,07-20,07-27,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
babwre1,Band-backed Wren,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Too messy
bacant1,Bare-crowned Antbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A bit restrictive in a few spots throughout the range.
bacspa,Bachman's Sparrow,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-22,04-26,,3,0,3,0,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
baepig2,Bare-eyed Pigeon,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Mostly good. A little too tight.
baerob1,Spectacled Thrush,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.14,"Missing Dominica, a bit tight between Venezuela and Suriname"
bafcur1,Bare-faced Curassow,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing Bolivian pops, but the delimitation of the border in Brasil and on the southern edge is good."
baffal1,Barred Forest-Falcon,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Incomplete in n. Venezuela and Brazil, otherwise, solid."
bafibi1,Bare-faced Ibis,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing some e. Brazil birds, but otherwise, great."
bagtan1,Blue-and-gold Tanager,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
bagtan2,Black-and-gold Tanager,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,looks too heavily overextrapolated to the east
bahgoo,Bar-headed Goose,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bahtan1,Bay-headed Tanager,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
bahyel1,Bahama Yellowthroat,Caribbean,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Jeff said his Caribbean contact said this looks good.
baisan,Baird's Sandpiper,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,3,11-16,12-14,02-08,02-15,02-22,06-14,06-28,06-28,06-28,06-28,07-06,11-09,,,,,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,breeding range a little patchy but pretty good
baispa,Baird's Sparrow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-02,12-14,01-18,03-15,,,05-17,05-31,07-06,07-20,08-10,10-19,,,,,3,0,3,1,FALSE,TRUE,FALSE,TRUE,FALSE,3,,,,,,I am really impressed with nonbreeding range. Post-breeding migration popped up in 2021.
baitro1,Baird's Trogon,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,0.95,,"A little tight, but not bad."
baleag,Bald Eagle,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-21,01-04,02-08,02-01,02-15,05-17,05-24,05-24,06-28,07-13,07-20,12-14,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
balori,Baltimore Oriole,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-07,12-07,03-22,03-29,04-05,05-31,06-07,06-14,07-20,07-27,08-03,11-30,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
balshe1,Balearic Shearwater,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,IJD,0,08-03,08-03,09-07,09-07,09-14,03-22,03-29,04-05,05-10,05-17,05-24,07-27,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Seems to be pretty great at capturing coastal distribution of the species throughout the annual cycle, including vacating the breeding islands in Aug-Sep, and returning slowly between Sep and March. Hard to code specific seasons; not sure if it'll make sense as currently coded. Need to see abundance map."
balwar1,Balearic Warbler,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Really are pretty coastal and sparse. Looks good.
banana,Bananaquit,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little sparse in western Amazon, otherwise excellent"
banmyn1,Bank Myna,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.14,"A little tightly fit, otherwise excellent"
banswa,Bank Swallow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-23,12-07,02-08,02-15,02-22,05-31,06-07,06-07,06-21,06-21,06-28,11-16,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,expected issues with Africa and Russia; borderline whether or not range_modeled is true/false; definitely useful information still here
banumb1,Bare-necked Umbrellabird,,Central America,5,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,,,,,,Far too noisy.
banwre1,Banded Wren,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Sprinkle of extrap towards Veracruz, probably too much in Nicaragua. Accurately reflects current distribution in Guatemala."
barant1,Barred Antshrike,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"A bit tight in Ecuador, but otherwise nice."
barbut1,Barred Buttonquail,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.2,"Sparse in a few places, but overall pattern is pretty good."
bargol,Barrow's Goldeneye,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,3,11-16,11-23,02-22,02-22,03-01,05-24,05-31,05-31,07-20,07-20,07-27,11-09,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Nice to have better representation of the Quebec populations. 
bargoo,Barnacle Goose,,Europe,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,12-28,,,03-01,03-08,05-03,06-21,,,06-28,09-07,12-21,,,,,3,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Animation has some bad extrapolation, but seasons are good"
barhaw1,Barred Hawk,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
barpar1,Barred Parakeet,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little restrictive on the northern and southern ends of S. Am
barpet,Band-rumped Storm-Petrel,,Nat Geo East,1,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,05-10,,,08-31,,,09-07,,,05-03,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
barpuf1,Barred Puffbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Handful of incorrect pixels on the e. slope in Ecuador
barswa,Barn Swallow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,3,12-21,01-11,02-01,01-25,02-15,05-31,06-07,06-14,07-06,07-13,07-20,12-14,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"In 2021, much improved in central Asia. Still problems in Africa, which aren't surprising."
barwaf1,Black-and-rufous Warbling Finch,,Southern Cone,6,FALSE,LAND,PROBLEM,PROBLEM,NG,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Species is mostly resident (movements speculated based on records from Paraguay being from winter time) and it is really hard to determine and contrast breeding vs non breeding distribution in present format.
barwar,Barbuda Warbler,Caribbean,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Nice to have a consistent full-year signal now.
barwar1,Barred Warbler,,Europe,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,1,,,,,03-22,05-24,06-28,,,07-20,07-27,10-26,,,,,0,1,1,1,,FALSE,TRUE,TRUE,FALSE,1,,,,,,Breeding and post-breeding migration too sparse in east. Some bad extrap for a few weeks of pre-breeding and breeding in Europe and middle east.
batbar1,Band-tailed Barbthroat,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little sparse in Honduras
batbel1,Bare-throated Bellbird,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,01-25,,,04-19,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little noisy on the edges, but mostly solid. Set dates to knock out extrapolation into far NE Arg."
batfal1,Bat Falcon,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A little too sparse in w. Mex to be a 3
batgod,Bar-tailed Godwit,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-16,12-07,02-22,03-01,03-08,06-14,06-21,06-21,07-06,07-06,07-13,11-09,,,,,2,2,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,2,,,,,,"going to say migrations and nonbreeding are modeled, despite some gaps. Expected Russia issue and some parts of Africa, but I bet nonbreeding is close to a 3"
batpig1,Band-tailed Pigeon,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-14,12-21,02-01,02-08,02-15,05-17,05-24,05-24,08-03,08-10,08-24,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,animation is a bit jumpy in Mexico; seasons look really solid
batsee1,Band-tailed Seedeater,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Some sparse parts of the northern range, otherwise good."
bawcow4,Grayish Baywing,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.14,"Too tight on Chilean border currently, otherwise excellent"
bawhae1,Black-and-white Hawk-Eagle,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Certainly not perfect, but for a sparse species, pretty nice."
bawmoc1,Blue-and-white Mockingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing Nicaragua, which is forgiveable in this case."
bawori1,Bar-winged Oriole,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Overrepresented in interior Guatemala, but sparse."
bawowl1,Black-and-white Owl,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"A little patchy and sparse at PAT 0.14 in a few places, but overall pattern is good."
bawsee1,Black-and-white Seedeater,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,09-28,,,11-30,,,07-06,,,09-21,,,,,,,1,0,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,1,,,,,,Overextrapolated onto Pacific slope in Peru during some times of the year. I think might be enough breeding and non-breeding signal.
bawswa1,Blue-and-white Swallow,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,04-26,05-03,06-21,07-13,07-20,10-19,10-26,11-23,01-25,03-01,03-08,04-19,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
bawwar,Black-and-white Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-16,11-23,02-08,02-15,02-22,05-31,06-14,06-14,07-06,07-06,07-13,11-09,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
bayfly1,Black-and-yellow Silky-flycatcher,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Should be further east in Panama
baymac,Blue-and-yellow Macaw,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Some minor absences in a few places, but looks good. Certainly lots of extrapolation in Amazon."
baymar1,Brown-and-yellow Marshbird,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
baytan2,Black-and-yellow Tanager,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,A few sprinkles of extrapolation on the edges.
baytan3,Blue-and-yellow Tanager,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baywea1,Baya Weaver,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Maybe a bit spase in parts of Indonesia, but mostly excellent"
baywre1,Bay Wren,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,0.95,,A couple of bad e. Slopes
bbnthr1,Black-billed Nightingale-Thrush,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
bbwduc,Black-bellied Whistling-Duck,South America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,01-18,01-18,02-22,03-01,03-08,05-17,05-24,05-24,06-21,08-03,08-10,01-11,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Animation noisy in South America.
bbwqua1,Black-breasted Wood-Quail,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"A little tightly fit, but not too bad."
bcatan1,Black-cheeked Ant-Tanager,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
bcbeag1,Black-chested Buzzard-Eagle,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Luke was right, this looks fantastic as a resident."
bcnher,Black-crowned Night-Heron,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-30,12-14,02-08,03-15,03-22,05-31,06-07,06-07,07-06,08-24,08-31,11-23,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Africa and Eurasia are patchy.
bcptyr1,Black-capped Pygmy-Tyrant,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
bcrfin,Brown-capped Rosy-Finch,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-14,12-21,03-08,03-08,,,05-31,05-31,08-10,08-17,,,,,,,3,0,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Removing migration seasons, since they don't really make sense and are overlapped."
bcrthr1,Blue-capped Rock-Thrush,,India 2,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,2,11-16,,,01-11,02-01,05-10,05-17,,,08-03,08-10,11-09,,,,,2,1,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Generally pretty good but has a couple of weeks of overprediction in the breeding season. Migration map begins a bit too early.
bcwfin2,Black-capped Warbling Finch,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Amazing
bcwpar1,Buffy-crowned Wood-Partridge,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"A little tight in El Salvador, but otherwise, good."
bearee1,Bearded Reedling,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,A little sparse in Europe and missing a chunk of central Asia
